Drug,SideEffect,Pair,Quarter,QuarterOrder,SignalScore,Reported,PairOutcome
LEVOFLOXACIN,AORTIC ANEURYSM,LEVOFLOXACIN - AORTIC ANEURYSM,2024Q1,8097,2.726,2485,Sustained
LEVOFLOXACIN,AORTIC ANEURYSM,LEVOFLOXACIN - AORTIC ANEURYSM,2024Q2,8098,2.752,2705,Sustained
LEVOFLOXACIN,AORTIC ANEURYSM,LEVOFLOXACIN - AORTIC ANEURYSM,2024Q3,8099,2.771,2910,Sustained
LEVOFLOXACIN,AORTIC ANEURYSM,LEVOFLOXACIN - AORTIC ANEURYSM,2024Q4,8100,2.787,3092,Sustained
LEVOFLOXACIN,AORTIC ANEURYSM,LEVOFLOXACIN - AORTIC ANEURYSM,2025Q1,8101,2.806,3310,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2019Q1,8077,0.873,36,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2019Q2,8078,1.332,91,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2019Q3,8079,1.594,166,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2019Q4,8080,1.759,266,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2020Q1,8081,1.952,397,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2020Q2,8082,2.071,551,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2020Q3,8083,2.188,752,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2020Q4,8084,2.285,968,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2021Q1,8085,2.365,1223,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2021Q2,8086,2.420,1502,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2021Q3,8087,2.452,1758,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2021Q4,8088,2.492,2083,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2022Q1,8089,2.520,2422,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2022Q2,8090,2.549,2764,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2022Q3,8091,2.575,3122,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2022Q4,8092,2.586,3460,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2023Q1,8093,2.599,3801,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2023Q2,8094,2.611,4106,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2023Q3,8095,2.626,4465,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2023Q4,8096,2.632,4802,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2024Q1,8097,2.642,5134,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2024Q2,8098,2.651,5481,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2024Q3,8099,2.659,5853,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2024Q4,8100,2.662,6200,Sustained
LEVOFLOXACIN,TENDON RUPTURE,LEVOFLOXACIN - TENDON RUPTURE,2025Q1,8101,2.667,6563,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2019Q1,8077,-0.472,43,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2019Q2,8078,-0.197,95,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2019Q3,8079,-0.063,152,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2019Q4,8080,0.174,235,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2020Q1,8081,0.374,337,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2020Q2,8082,0.461,428,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2020Q3,8083,0.566,544,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2020Q4,8084,0.641,644,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2021Q1,8085,0.745,782,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2021Q2,8086,0.829,926,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2021Q3,8087,0.920,1093,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2021Q4,8088,0.997,1266,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2022Q1,8089,1.045,1434,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2022Q2,8090,1.109,1629,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2022Q3,8091,1.178,1847,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2022Q4,8092,1.214,2032,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2023Q1,8093,1.245,2210,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2023Q2,8094,1.269,2381,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2023Q3,8095,1.292,2565,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2023Q4,8096,1.316,2758,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2024Q1,8097,1.327,2931,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2024Q2,8098,1.343,3107,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2024Q3,8099,1.361,3294,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2024Q4,8100,1.373,3478,Sustained
LEVOTHYROXINE,ATRIAL FIBRILLATION,LEVOTHYROXINE - ATRIAL FIBRILLATION,2025Q1,8101,1.387,3682,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2019Q1,8077,0.492,29,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2019Q2,8078,1.024,75,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2019Q3,8079,1.337,141,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2019Q4,8080,1.526,224,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2020Q1,8081,1.755,345,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2020Q2,8082,1.929,484,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2020Q3,8083,2.052,658,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2020Q4,8084,2.157,854,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2021Q1,8085,2.252,1055,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2021Q2,8086,2.358,1339,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2021Q3,8087,2.415,1609,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2021Q4,8088,2.463,1909,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2022Q1,8089,2.510,2237,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2022Q2,8090,2.539,2523,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2022Q3,8091,2.563,2835,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2022Q4,8092,2.582,3155,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2023Q1,8093,2.600,3480,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2023Q2,8094,2.616,3801,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2023Q3,8095,2.628,4125,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2023Q4,8096,2.646,4449,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2024Q1,8097,2.657,4791,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2024Q2,8098,2.666,5122,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2024Q3,8099,2.673,5427,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2024Q4,8100,2.678,5750,Sustained
METFORMIN,LACTIC ACIDOSIS,METFORMIN - LACTIC ACIDOSIS,2025Q1,8101,2.685,6086,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2019Q1,8077,0.640,37,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2019Q2,8078,0.963,90,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2019Q3,8079,1.119,142,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2019Q4,8080,1.426,236,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2020Q1,8081,1.600,337,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2020Q2,8082,1.756,451,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2020Q3,8083,1.943,609,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2020Q4,8084,2.046,762,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2021Q1,8085,2.198,971,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2021Q2,8086,2.303,1179,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2021Q3,8087,2.384,1394,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2021Q4,8088,2.453,1616,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2022Q1,8089,2.513,1862,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2022Q2,8090,2.568,2121,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2022Q3,8091,2.607,2379,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2022Q4,8092,2.647,2662,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2023Q1,8093,2.678,2930,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2023Q2,8094,2.701,3200,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2023Q3,8095,2.721,3459,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2023Q4,8096,2.744,3751,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2024Q1,8097,2.757,3982,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2024Q2,8098,2.771,4237,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2024Q3,8099,2.786,4498,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2024Q4,8100,2.798,4746,Sustained
METHOTREXATE,PANCYTOPENIA,METHOTREXATE - PANCYTOPENIA,2025Q1,8101,2.810,5010,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2019Q1,8077,0.022,93,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2019Q2,8078,0.039,174,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2019Q3,8079,0.116,268,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2019Q4,8080,0.227,385,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2020Q1,8081,0.418,554,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2020Q2,8082,0.539,731,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2020Q3,8083,0.619,910,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2020Q4,8084,0.740,1136,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2021Q1,8085,0.859,1399,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2021Q2,8086,0.935,1658,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2021Q3,8087,1.010,1943,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2021Q4,8088,1.092,2277,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2022Q1,8089,1.180,2672,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2022Q2,8090,1.243,3058,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2022Q3,8091,1.293,3424,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2022Q4,8092,1.333,3798,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2023Q1,8093,1.367,4197,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2023Q2,8094,1.396,4569,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2023Q3,8095,1.421,4962,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2023Q4,8096,1.442,5338,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2024Q1,8097,1.468,5742,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2024Q2,8098,1.482,6109,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2024Q3,8099,1.497,6486,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2024Q4,8100,1.515,6891,Sustained
MONTELUKAST,DEPRESSION,MONTELUKAST - DEPRESSION,2025Q1,8101,1.523,7253,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2019Q1,8077,0.027,38,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2019Q2,8078,0.515,92,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2019Q3,8079,0.725,159,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2019Q4,8080,1.034,262,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2020Q1,8081,1.218,388,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2020Q2,8082,1.374,525,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2020Q3,8083,1.545,704,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2020Q4,8084,1.661,892,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2021Q1,8085,1.762,1097,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2021Q2,8086,1.879,1357,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2021Q3,8087,1.992,1667,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2021Q4,8088,2.078,1986,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2022Q1,8089,2.141,2337,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2022Q2,8090,2.199,2692,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2022Q3,8091,2.255,3051,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2022Q4,8092,2.287,3367,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2023Q1,8093,2.324,3735,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2023Q2,8094,2.349,4072,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2023Q3,8095,2.378,4447,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2023Q4,8096,2.400,4795,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2024Q1,8097,2.413,5129,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2024Q2,8098,2.426,5466,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2024Q3,8099,2.443,5817,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2024Q4,8100,2.452,6153,Sustained
MONTELUKAST,NIGHTMARE,MONTELUKAST - NIGHTMARE,2025Q1,8101,2.462,6510,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2019Q1,8077,-0.323,40,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2019Q2,8078,0.391,118,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2019Q3,8079,0.659,216,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2019Q4,8080,0.929,355,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2020Q1,8081,1.087,511,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2020Q2,8082,1.280,728,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2020Q3,8083,1.373,923,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2020Q4,8084,1.499,1178,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2021Q1,8085,1.616,1477,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2021Q2,8086,1.695,1785,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2021Q3,8087,1.761,2119,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2021Q4,8088,1.827,2497,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2022Q1,8089,1.876,2884,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2022Q2,8090,1.920,3304,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2022Q3,8091,1.960,3728,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2022Q4,8092,1.996,4150,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2023Q1,8093,2.025,4604,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2023Q2,8094,2.050,5005,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2023Q3,8095,2.069,5445,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2023Q4,8096,2.086,5867,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2024Q1,8097,2.099,6306,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2024Q2,8098,2.112,6722,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2024Q3,8099,2.130,7158,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2024Q4,8100,2.143,7597,Sustained
MONTELUKAST,SUICIDAL IDEATION,MONTELUKAST - SUICIDAL IDEATION,2025Q1,8101,2.155,8036,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2019Q1,8077,-1.113,11,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2019Q2,8078,-1.144,17,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2019Q3,8079,-0.013,48,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2019Q4,8080,0.566,94,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2020Q1,8081,1.032,165,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2020Q2,8082,1.282,238,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2020Q3,8083,1.523,343,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2020Q4,8084,1.721,460,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2021Q1,8085,1.860,587,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2021Q2,8086,1.992,748,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2021Q3,8087,2.109,937,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2021Q4,8088,2.202,1130,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2022Q1,8089,2.285,1336,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2022Q2,8090,2.344,1574,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2022Q3,8091,2.404,1829,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2022Q4,8092,2.459,2101,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2023Q1,8093,2.496,2346,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2023Q2,8094,2.526,2575,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2023Q3,8095,2.544,2820,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2023Q4,8096,2.572,3062,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2024Q1,8097,2.584,3284,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2024Q2,8098,2.593,3496,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2024Q3,8099,2.604,3720,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2024Q4,8100,2.611,3940,Sustained
OMEPRAZOLE,CLOSTRIDIUM DIFFICILE COLITIS,OMEPRAZOLE - CLOSTRIDIUM DIFFICILE COLITIS,2025Q1,8101,2.618,4159,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2019Q1,8077,-0.401,25,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2019Q2,8078,-0.278,49,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2019Q3,8079,-0.274,69,Sustained
